id,departement,circonscription,numPanneau,nomCandidat,prenomCandidat,civiliteCandidat,codeNuance,libelleNuance
1976,62,6206,6,ENGRAND,Christine,Mme,RN,Rassemblement National
1977,62,6207,1,DUMONT,Pierre-Henri,M.,LR,Les Républicains
1978,62,6207,2,JUDEK,Jérôme,M.,REC,Reconquête !
1979,62,6207,3,DE FLEURIAN,Marc,M.,RN,Rassemblement National
1980,62,6207,4,CARRAUD,Olivier,M.,EXG,Extrême gauche
1981,62,6207,5,MOUSSALLY,Jean-Pierre,M.,UG,Union de la gauche
1982,62,6208,1,EVRARD,Auguste,M.,RN,Rassemblement National
1983,62,6208,2,ATASSI,Alain,M.,DIV,Divers
1984,62,6208,3,PETIT,Bertrand,M.,UG,Union de la gauche
1985,62,6208,4,RUFFIN,Hervé,M.,EXG,Extrême gauche
1986,62,6208,5,WEBER,Jérémie,M.,REC,Reconquête !
1987,62,6208,6,POTTERIE,Benoît,M.,ENS,Ensemble ! (Majorité présidentielle)
1988,62,6209,1,COISNE,Hadrien,M.,ENS,Ensemble ! (Majorité présidentielle)
1989,62,6209,2,DEFLANDRE,Anne-Marie,Mme,EXG,Extrême gauche
1990,62,6209,3,HARREMOES,Estelle,Mme,UG,Union de la gauche
1991,62,6209,4,PARMENTIER,Caroline,Mme,RN,Rassemblement National
1992,62,6209,5,ELAZOUZI,Hakim,M.,UDI,Union des Démocrates et Indépendants
1993,62,6209,6,GUAQUIER,Julien,M.,DVD,Divers droite
1994,62,6210,1,LUNIEWSKI,Léo,M.,ENS,Ensemble ! (Majorité présidentielle)
1995,62,6210,2,BUTTIN,Thomas,M.,LR,Les Républicains
1996,62,6210,3,FRAPPÉ,Thierry,M.,RN,Rassemblement National
1997,62,6210,4,ROBASZKIEWICZ,Éric,M.,EXG,Extrême gauche
1998,62,6210,5,LEVEUGLE,Emmanuelle,Mme,UG,Union de la gauche
1999,62,6211,1,GAI,Dominique,Mme,EXG,Extrême gauche
2000,62,6211,2,LE PEN,Marine,Mme,RN,Rassemblement National
2001,62,6211,3,WEINMANN,Gautier,M.,DVG,Divers gauche
2002,62,6211,4,LANOY,Michel,M.,LR,Les Républicains
2003,62,6211,5,LAMY,Dorian,M.,ENS,Ensemble ! (Majorité présidentielle)
2004,62,6211,6,LAAL,Samira,Mme,UG,Union de la gauche
2005,62,6211,7,FOURNIER,Geoffrey,M.,REC,Reconquête !
2006,62,6212,1,SCHEENAERTS,Régis,M.,EXG,Extrême gauche
2007,62,6212,2,BILDE,Bruno,M.,RN,Rassemblement National
2008,62,6212,3,BOSSART,Steve,M.,ENS,Ensemble ! (Majorité présidentielle)
2009,62,6212,4,BAVAY,Alain,M.,UG,Union de la gauche
2010,63,6301,1,GALPIER,Sébastien,M.,LR,Les Républicains
2011,63,6301,2,LECLAIR,Dominique,M.,EXG,Extrême gauche
2012,63,6301,3,PRONONCE,Hervé,M.,ENS,Ensemble ! (Majorité présidentielle)
2013,63,6301,4,MAXIMI,Marianne,Mme,UG,Union de la gauche
2014,63,6301,5,CLÉMENT,Louis,M.,RN,Rassemblement National
2015,63,6302,1,DUPRÉ,Isabelle,Mme,RN,Rassemblement National
2016,63,6302,2,CHAUVIN,Sarah,Mme,LR,Les Républicains
2017,63,6302,3,TRUCHON,Franck,M.,EXG,Extrême gauche
2018,63,6302,4,LEBREC,Jean-Paul,M.,ENS,Ensemble ! (Majorité présidentielle)
2019,63,6302,5,PIRÈS BEAUNE,Christine,Mme,UG,Union de la gauche
2020,63,6302,6,GODU,Marion,Mme,REC,Reconquête !
2021,63,6303,1,MARCHIS,Marie-Anne,Mme,LR,Les Républicains
2022,63,6303,2,VICHNIEVSKY,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
2023,63,6303,3,FINOTTO,Patrick,M.,REC,Reconquête !
2024,63,6303,4,SAVRE,Marie,Mme,EXG,Extrême gauche
2025,63,6303,5,DUPIC,Louis,M.,DVD,Divers droite
2026,63,6303,6,PERS,Nadine,Mme,RN,Rassemblement National
2027,63,6303,7,ONDET,René,M.,DVG,Divers gauche
2028,63,6303,8,BONNET,Nicolas,M.,UG,Union de la gauche
2029,63,6304,1,LINGEMANN,Delphine,Mme,ENS,Ensemble ! (Majorité présidentielle)
2030,63,6304,2,SANCHEZ,Pascale,Mme,REC,Reconquête !
2031,63,6304,3,GOLÉO,Valérie,Mme,UG,Union de la gauche
2032,63,6304,4,CHALUS,Benjamin,M.,RN,Rassemblement National
2033,63,6304,5,DUBESSY,Florence,Mme,LR,Les Républicains
2034,63,6304,6,MAROTTE,François,M.,EXG,Extrême gauche
2035,63,6305,1,BASTET,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle)
2036,63,6305,2,COURTHALIAC,Yves,M.,LR,Les Républicains
2037,63,6305,3,CAPRON,Gabrielle,Mme,EXG,Extrême gauche
2038,63,6305,4,CHASSAIGNE,André,M.,UG,Union de la gauche
2039,63,6305,5,CARLETTO,Brigitte,Mme,RN,Rassemblement National
2040,64,6401,1,LALANNE,Jean-Yves,M.,DVG,Divers gauche
2041,64,6401,2,HEGOBURU,Agnès,Mme,EXG,Extrême gauche
2042,64,6401,3,POUEYTO,Josy,Mme,ENS,Ensemble ! (Majorité présidentielle)
2043,64,6401,4,SANROMAN,Jean,M.,UG,Union de la gauche
2044,64,6401,5,ZEN,Jérémy,M.,ECO,Ecologistes
2045,64,6401,6,LAFARGUE,Sandrine,Mme,LR,Les Républicains
2046,64,6401,7,VERRIERE,François,M.,RN,Rassemblement National
2047,64,6402,1,MARCONI,Cyrille,M.,EXG,Extrême gauche
2048,64,6402,2,BRUNEL,Julien,M.,UG,Union de la gauche
2049,64,6402,3,LABAT,Marc,M.,LR,Les Républicains
2050,64,6402,4,MAUHOURAT,Jacques,M.,ECO,Ecologistes
2051,64,6402,5,MATTEÏ,Jean-Paul,M.,ENS,Ensemble ! (Majorité présidentielle)
2052,64,6402,6,BECKER,Monique,Mme,RN,Rassemblement National
2053,64,6402,7,CESCAU,Patrici,M.,REG,Régionaliste
2054,64,6403,1,BRIOLAIS,Kévin,M.,ECO,Ecologistes
2055,64,6403,2,CRESSON,Nicolas,M.,RN,Rassemblement National
2056,64,6403,3,LOSSON,Joëlle,Mme,UG,Union de la gauche
2057,64,6403,4,MARDELLE,Gilles,M.,LR,Les Républicains
2058,64,6403,5,HABIB,David,M.,DVG,Divers gauche
2059,64,6403,6,MISSIER,Antoine,M.,EXG,Extrême gauche
2060,64,6403,7,ARMAND MÈGE,Audric,M.,REG,Régionaliste
2061,64,6404,1,RIBEIRO,Carlos,M.,EXG,Extrême gauche
2062,64,6404,2,ECHANIZ,Iñaki,M.,UG,Union de la gauche
2063,64,6404,3,LASSALLE,Jean,M.,DVD,Divers droite
2064,64,6404,4,LOPEZ,Sylviane,Mme,RN,Rassemblement National
2065,64,6404,5,MIRANDE BEC,Gracianne,Mme,REG,Régionaliste
2066,64,6404,6,CACHENAUT,Beñat,M.,LR,Les Républicains
2067,64,6405,1,ERRAMUZPE,Jean-Marie,M.,REG,Régionaliste
2068,64,6405,2,LASSERRE,Florence,Mme,ENS,Ensemble ! (Majorité présidentielle)
2069,64,6405,3,GRATELOUP,Johanna,Mme,ECO,Ecologistes
2070,64,6405,4,CAYUELA,Alain,M.,REC,Reconquête !
2071,64,6405,5,CAPDEVIELLE,Colette,Mme,UG,Union de la gauche
2072,64,6405,6,BARDANOUVE,Philippe,M.,EXG,Extrême gauche
2073,64,6405,7,SUSBIELLE,Hélène,Mme,REG,Régionaliste
2074,64,6405,8,CASTREC,Valérie,Mme,LR,Les Républicains
2075,64,6405,9,ROSSO,Serge,M.,RN,Rassemblement National
2076,64,6405,10,LABADIE,Jean Claude,M.,DIV,Divers
2077,64,6406,1,BRISSON,Emmanuelle,Mme,LR,Les Républicains
2078,64,6406,2,DUFAU,Peio,M.,UG,Union de la gauche
2079,64,6406,3,LASTÉCOUÈRES,Victor,M.,UXD,Union de l'extrême droite
2080,64,6406,4,LAMARQUE,Michel,M.,DIV,Divers
2081,64,6406,5,BERTHELOT,Corinne,Mme,ECO,Ecologistes
2082,64,6406,6,PERNET,Eva,Mme,DVC,Divers centre
2083,64,6406,7,UHART,Jacqueline,Mme,EXG,Extrême gauche
2084,64,6406,8,TELLECHEA,Jean,M.,REG,Régionaliste
2085,64,6406,9,DEVÈZE,Christian,M.,ENS,Ensemble ! (Majorité présidentielle)
2086,65,6501,1,SORIN,Marie-Christine,Mme,RN,Rassemblement National
2087,65,6501,2,BONNECARRERE,Catherine,Mme,REC,Reconquête !
2088,65,6501,3,CLARET,Pierre,M.,DIV,Divers
2089,65,6501,4,FERRER,Sylvie,Mme,UG,Union de la gauche
2090,65,6501,5,EVON,Philippe,M.,LR,Les Républicains
2091,65,6501,6,SAEZ,Maria,Mme,EXG,Extrême gauche
2092,65,6501,7,SEMPASTOUS,Jean-Bernard,M.,DIV,Divers
2093,65,6502,1,MEUNIER,François,M.,EXG,Extrême gauche
2094,65,6502,2,BÉHAGUE,Jacques,M.,LR,Les Républicains
2095,65,6502,3,DABAT,Jean-Marc,M.,REG,Régionaliste
2096,65,6502,4,MOURNET,Benoit,M.,ENS,Ensemble ! (Majorité présidentielle)
2097,65,6502,5,FÉGNÉ,Denis,M.,UG,Union de la gauche
2098,65,6502,6,EL MARSNI,Ali,M.,DIV,Divers
2099,65,6502,7,MONTEIL,Olivier,M.,RN,Rassemblement National
2100,65,6502,8,ALVES DA CUNHA,Claude,M.,REC,Reconquête !
2101,66,6601,1,BLANC,Sophie,Mme,RN,Rassemblement National
2102,66,6601,2,DASPE,Francis,M.,UG,Union de la gauche
2103,66,6601,3,MOSZKOWIEZ,Loïc,M.,LR,Les Républicains
2104,66,6601,4,EUZET,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle)
2105,66,6601,5,BRUNET,Annabelle,Mme,DVC,Divers centre
2106,66,6601,6,DANAT,Delphine,Mme,REG,Régionaliste
2107,66,6601,7,CATALDO,Jacques,M.,REC,Reconquête !
2108,66,6601,8,ADVENARD,Pascale,Mme,EXG,Extrême gauche
2109,66,6602,1,BERRUÉ,David,M.,UG,Union de la gauche
2110,66,6602,2,GOISET,Philippe,M.,EXG,Extrême gauche
2111,66,6602,3,LAURENS,Brigitte,Mme,REC,Reconquête !
2112,66,6602,4,GARCIA,Mercedes,Mme,REG,Régionaliste
2113,66,6602,5,MEDINA,Marc,M.,DVC,Divers centre
2114,66,6602,6,SABATINI,Anaïs,Mme,RN,Rassemblement National
2115,66,6603,1,GRAU,Lucila,Mme,REG,Régionaliste
2116,66,6603,2,MICHAUT,Alexandre,M.,REC,Reconquête !
2117,66,6603,3,GAYTE,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
2118,66,6603,4,URROZ,Anna-Maria,Mme,EXG,Extrême gauche
2119,66,6603,5,DOGOR-SUCH,Sandrine,Mme,RN,Rassemblement National
2120,66,6603,6,CULLELL,Nathalie,Mme,UG,Union de la gauche
2121,66,6604,1,POUPARD,Caroline,Mme,EXG,Extrême gauche
2122,66,6604,2,MARTINEZ,Michèle,Mme,RN,Rassemblement National
2123,66,6604,3,NADAL,Patricia,Mme,ENS,Ensemble ! (Majorité présidentielle)
2124,66,6604,4,DAVESA,Celine,Mme,REG,Régionaliste
2125,66,6604,5,MAISONNEUVE,Odile,Mme,REC,Reconquête !
2126,66,6604,6,BARAILLÉ,Julien,M.,UG,Union de la gauche
2127,66,6604,7,ROMAIN,Philippe,M.,LR,Les Républicains
2128,67,6701,1,MENARD,Luc,M.,REC,Reconquête !
2129,67,6701,2,GENIEUX,Etienne,M.,EXG,Extrême gauche
2130,67,6701,3,BENHAMOU,Dan,M.,EXG,Extrême gauche
2131,67,6701,4,ARBOGAST,Patrick,M.,ECO,Ecologistes
2132,67,6701,5,ROUCHDI,Jamal,M.,DIV,Divers
2133,67,6701,6,SCHLUND,Thomas,M.,DIV,Divers
2134,67,6701,7,HOLTZER,Odette,Mme,REG,Régionaliste
2135,67,6701,8,WEISS,Irène,Mme,LR,Les Républicains
2136,67,6701,9,BARRET,Albéric,M.,ECO,Ecologistes
2137,67,6701,10,BRANT,Thomas,M.,DIV,Divers
2138,67,6701,11,LOOS,Etienne,M.,ENS,Ensemble ! (Majorité présidentielle)
2139,67,6701,12,OEHLER,Serge,M.,DVG,Divers gauche
2140,67,6701,13,FÈVE,Louise,Mme,EXG,Extrême gauche
2141,67,6701,14,DU PARC,Hombeline,Mme,RN,Rassemblement National
2142,67,6701,15,REGOL,Sandra,Mme,UG,Union de la gauche
2143,67,6701,16,SEIGLE-MURANDI,Frédéric,M.,DVG,Divers gauche
2144,67,6702,1,JORON,Virginie,Mme,RN,Rassemblement National
2145,67,6702,2,SCHNITZLER,Fabienne,Mme,ECO,Ecologistes
2146,67,6702,3,FERNANDES,Emmanuel,M.,UG,Union de la gauche
2147,67,6702,4,CLOLOT,Elisa,Mme,DVG,Divers gauche
2148,67,6702,5,SOUBISE,Clement Jean Etienne,M.,EXG,Extrême gauche
2149,67,6702,6,WOLF SAMALOUSSI,Alexandre,M.,LR,Les Républicains
2150,67,6702,7,GOVERNATORI,Jean Marc,M.,ECO,Ecologistes
2151,67,6702,8,DIEMUNSCH,Cendrine,Mme,REG,Régionaliste
2152,67,6702,9,RICHARD,Alain,M.,EXG,Extrême gauche
2153,67,6702,10,BREITMAN,Rebecca,Mme,ENS,Ensemble ! (Majorité présidentielle)
2154,67,6703,1,HAMZA,Hicham,M.,DIV,Divers
2155,67,6703,2,RATSIAJETSINIMARO,Dera,M.,LR,Les Républicains
2156,67,6703,3,GRANDMOUGIN,Denise,Mme,EXG,Extrême gauche
2157,67,6703,4,PERRIN,Gautier,M.,REG,Régionaliste
2158,67,6703,5,ZYZECK,Alexandre,M.,REC,Reconquête !
2159,67,6703,6,STUDER,Bruno,M.,ENS,Ensemble ! (Majorité présidentielle)
2160,67,6703,7,PARAT,Thierry,M.,ECO,Ecologistes
2161,67,6703,8,SOTHER,Thierry,M.,UG,Union de la gauche
2162,67,6703,9,DÔ,Stéphanie,Mme,RN,Rassemblement National
2163,67,6703,10,KLEIMANN,Félix,M.,DVG,Divers gauche
2164,67,6703,11,ROBERT,Camille,Mme,EXG,Extrême gauche
2165,67,6703,12,SYLLA,Mohamed,M.,DVG,Divers gauche
2166,67,6704,1,BERTHOL,Catherine,Mme,DVD,Divers droite
2167,67,6704,2,DAUBENBERGER,Delphine,Mme,RN,Rassemblement National
2168,67,6704,3,MATZ,Bénédicte,Mme,REG,Régionaliste
2169,67,6704,4,BIGOT,Jean-Louis,M.,REC,Reconquête !
2170,67,6704,5,KRATTINGER,Raphaële,Mme,UG,Union de la gauche
2171,67,6704,6,BENHLAL,Mehdi,M.,EXG,Extrême gauche
2172,67,6704,7,BUFFET,Françoise,Mme,ENS,Ensemble ! (Majorité présidentielle)
2173,67,6704,8,AESCHELMANN,Nelly,Mme,LR,Les Républicains
2174,67,6705,1,DANTZ,Christian,M.,ECO,Ecologistes
2175,67,6705,2,SITZENSTUHL,Charles,M.,ENS,Ensemble ! (Majorité présidentielle)
2176,67,6705,3,RUHLMANN,Marc,M.,UG,Union de la gauche
2177,67,6705,4,MACIA,Bastien,M.,DSV,Droite souverainiste
2178,67,6705,5,ESTEVE,Thomas,M.,RN,Rassemblement National
2179,67,6705,6,DUTTER,Patrick,M.,EXG,Extrême gauche
2180,67,6705,7,COUTAUD,Leo,M.,LR,Les Républicains
2181,67,6705,8,WEISS MOESSMER,Sarah,Mme,REG,Régionaliste
2182,67,6706,1,MOREL,Louise,Mme,ENS,Ensemble ! (Majorité présidentielle)
2183,67,6706,2,HAMM,Carine,Mme,REG,Régionaliste
2184,67,6706,3,GEYER,Ryan,M.,DIV,Divers
2185,67,6706,4,CAMUS,René,M.,EXG,Extrême gauche
2186,67,6706,5,RITTER,Sabrina,Mme,REC,Reconquête !
2187,67,6706,6,MARLE,Patricia,Mme,DSV,Droite souverainiste
2188,67,6706,7,COUSSEDIERE,Vincent,M.,RN,Rassemblement National
2189,67,6706,8,ANDRES,Didier,M.,UG,Union de la gauche
2190,67,6706,9,BIEHLER,Jean,M.,LR,Les Républicains
2191,67,6707,1,HETZEL,Patrick,M.,LR,Les Républicains
2192,67,6707,2,WOLFF,Eric,M.,ENS,Ensemble ! (Majorité présidentielle)
2193,67,6707,3,BLOCH,Serge,M.,UG,Union de la gauche
2194,67,6707,4,LEIPP,Anastasie,Mme,REG,Régionaliste
2195,67,6707,5,MEYER,Jean,M.,EXG,Extrême gauche
2196,67,6707,6,KIEFFER,Denis,M.,RN,Rassemblement National
2197,67,6707,7,WOLFF,Arthur,M.,REC,Reconquête !
2198,67,6708,1,BATISSE,Stella,Mme,DSV,Droite souverainiste
2199,67,6708,2,ZEKAGH,Myriam,Mme,UG,Union de la gauche
2200,67,6708,3,BERNHARDT,Théo,M.,RN,Rassemblement National
2201,67,6708,4,KOCHERT,Stéphanie,Mme,ENS,Ensemble ! (Majorité présidentielle)
2202,67,6708,5,HACKENSCHMIDT,Nathan,M.,REC,Reconquête !
2203,67,6708,6,GROSHEITSCH,Claire,Mme,ECO,Ecologistes
2204,67,6708,7,GSELL,Catherine,Mme,EXG,Extrême gauche
2205,67,6708,8,KLIPFEL,Christian,M.,DVD,Divers droite
2206,67,6708,9,VOGT,Victor,M.,DVD,Divers droite
2207,67,6709,1,LUCAS,Yann,M.,EXG,Extrême gauche
2208,67,6709,2,THIEBAUT,Vincent,M.,ENS,Ensemble ! (Majorité présidentielle)
2209,67,6709,3,PFRIMMER,Philippe,M.,DVD,Divers droite
2210,67,6709,4,WOLFF,Marc,M.,RN,Rassemblement National
2211,67,6709,5,GEROLT,Robin,M.,REC,Reconquête !
2212,67,6709,6,GLUCK,Maurice,M.,REG,Régionaliste
2213,67,6709,7,TERRIEN,Olivier,M.,UG,Union de la gauche
2214,68,6801,1,COUVAL,Cyrielle,Mme,DSV,Droite souverainiste
2215,68,6801,2,BISCHOFF-BATMA,Ariane,Mme,REC,Reconquête !
2216,68,6801,3,FRITSCH,Aïcha,Mme,UG,Union de la gauche
2217,68,6801,4,ZITVOGEL,Thiébault,M.,REG,Régionaliste
2218,68,6801,5,SCHAFFAR,Gilles,M.,EXG,Extrême gauche
2219,68,6801,6,KLINKERT,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle)
2220,68,6801,7,GNAEDIG,Laurent,M.,RN,Rassemblement National
2221,68,6801,8,HEMEDINGER,Yves,M.,LR,Les Républicains
2222,68,6802,1,SÉBERT,Claudine,Mme,DSV,Droite souverainiste
2223,68,6802,2,OTT,Hubert,M.,ENS,Ensemble ! (Majorité présidentielle)
2224,68,6802,3,BOURGEOIS,Lilian,M.,UG,Union de la gauche
2225,68,6802,4,OLRY,Victor,M.,REC,Reconquête !
2226,68,6802,5,AUBERT,Nathalie,Mme,RN,Rassemblement National
2227,68,6802,6,NEUSCHWANGER,Pascal,M.,EXG,Extrême gauche
2228,68,6802,7,STRAUB,Tiffany,Mme,DIV,Divers
2229,68,6802,8,BURGEL,Jean-Marc,M.,REG,Régionaliste
2230,68,6802,9,DOUDE VAN TROOSTWIJK,Nathan,M.,DVG,Divers gauche
2231,68,6802,10,KLACK,Daniel,M.,DVD,Divers droite
2232,68,6803,1,WAECHTER,Antoine,M.,ECO,Ecologistes
2233,68,6803,2,CRESSIN,Gaelle,Mme,ECO,Ecologistes
2234,68,6803,3,NOEL,Sandrine,Mme,REC,Reconquête !
2235,68,6803,4,FISCHER,Simone,Mme,DSV,Droite souverainiste
2236,68,6803,5,ZELLER,Thomas,M.,DVD,Divers droite
2237,68,6803,6,ZOELLE,Jean-Denis,M.,REG,Régionaliste
2238,68,6803,7,FERRY,Géraud,M.,EXG,Extrême gauche
2239,68,6803,8,ZIMMERMANN,Christian,M.,RN,Rassemblement National
2240,68,6803,9,LEMAIRE,Didier,M.,ENS,Ensemble ! (Majorité présidentielle)
2241,68,6803,10,VIROULET,Bénédicte,Mme,UG,Union de la gauche
2242,68,6804,1,DIOP,Raymonde,Mme,REC,Reconquête !
2243,68,6804,2,HELFRICH,Maxence,M.,REG,Régionaliste
2244,68,6804,3,SENSE,Aime,M.,EXG,Extrême gauche
2245,68,6804,4,MORGEN,Corinne,Mme,ECO,Ecologistes
2246,68,6804,5,FEST,Simone,Mme,UG,Union de la gauche
2247,68,6804,6,SCHELLENBERGER,Raphaël,M.,LR,Les Républicains
2248,68,6804,7,WILHELM,Marion,Mme,RN,Rassemblement National
2249,68,6805,1,SPINALI,Romain,M.,REG,Régionaliste
2250,68,6805,2,EL HAJJAJI,Nadia,Mme,UG,Union de la gauche
2251,68,6805,3,LOUNES,Rachid,M.,ECO,Ecologistes
2252,68,6805,4,PINTO,Pierre,M.,RN,Rassemblement National
2253,68,6805,5,KELTOUMI,Salah,M.,EXG,Extrême gauche
2254,68,6805,6,BECHT,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle)
2255,68,6805,7,TAFFARELLI,Emmanuel,M.,REC,Reconquête !
2256,68,6805,8,DOLUI,David,M.,DVG,Divers gauche
2257,68,6805,9,BAECHLER,Jean-Frédéric,M.,REG,Régionaliste
2258,68,6806,1,FUCHS,Bruno,M.,ENS,Ensemble ! (Majorité présidentielle)
2259,68,6806,2,LOURENÇO,Romuald,M.,DSV,Droite souverainiste
2260,68,6806,3,BLUM,Pascal,M.,ECO,Ecologistes
2261,68,6806,4,CLAUDEPIERRE,Florence,Mme,UG,Union de la gauche
2262,68,6806,5,PINT,Denis,M.,REC,Reconquête !
2263,68,6806,6,RITZ,Christelle,Mme,RN,Rassemblement National
2264,68,6806,7,ROLDAN-SANCHEZ,Pablo,M.,DVD,Divers droite
2265,68,6806,8,MULOT,Nathalie,Mme,EXG,Extrême gauche
2266,68,6806,9,ROTH,Laurent,M.,REG,Régionaliste
2267,69,6901,1,BELOUASSA-CHERIFI,Anaïs,Mme,UG,Union de la gauche
2268,69,6901,2,RUDIGOZ,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle)
2269,69,6901,3,ALVES,Brandon,M.,REC,Reconquête !
2270,69,6901,4,MOUTON,Laurent,M.,RN,Rassemblement National
2271,69,6901,5,SANSOZ,Grégory,M.,LR,Les Républicains
2272,69,6901,6,BUGNI,Jim,M.,EXG,Extrême gauche
2273,69,6901,7,LOPOUCHANSKY,Ivanka,Mme,EXG,Extrême gauche
2274,69,6901,8,THIRIAT,Anne,Mme,REG,Régionaliste
2275,69,6901,9,EYMERIC,Guillaume,M.,DIV,Divers
2276,69,6902,1,TOUIHRI,Nizar,M.,DIV,Divers
2277,69,6902,2,GUILLOTEAU,Maryll,Mme,LR,Les Républicains
2278,69,6902,3,COULAN,Pascal,M.,DIV,Divers
2279,69,6902,4,TERRENES,Loïc,M.,ENS,Ensemble ! (Majorité présidentielle)
2280,69,6902,5,BRUNO,Anthony,M.,EXG,Extrême gauche
2281,69,6902,6,TAVERNIER,Boris,M.,UG,Union de la gauche
2282,69,6902,7,BISLEAU,Anaëlle,Mme,RN,Rassemblement National
2283,69,6902,8,BRIDAY,Delphine,Mme,EXG,Extrême gauche
2284,69,6902,9,JOUTEUX,Michaël,M.,EXG,Extrême gauche
2285,69,6902,10,ETENNE,Vanessa,Mme,REC,Reconquête !
2286,69,6902,11,MAHMOUD-VINTAM,Karim,M.,REG,Régionaliste
2287,69,6903,1,CHINAL,Marc,M.,DIV,Divers
2288,69,6903,2,LAFOND,Éric,M.,REG,Régionaliste
2289,69,6903,3,GARIN,Marie-Charlotte,Mme,UG,Union de la gauche
2290,69,6903,4,BARRALLON,Anaïs,Mme,EXG,Extrême gauche
2291,69,6903,5,RILLY,Marie,Mme,REC,Reconquête !
2292,69,6903,6,EYNAUD-LASSALLE,Clara,Mme,ENS,Ensemble ! (Majorité présidentielle)
2293,69,6903,7,DE MONTILLE,Béatrice,Mme,LR,Les Républicains
2294,69,6903,8,DUDUKDJIAN,Jean-Noël,M.,EXG,Extrême gauche
2295,69,6903,9,BOURRET,Leo,M.,UDI,Union des Démocrates et Indépendants
2296,69,6903,10,MORIN,Clotilde,Mme,RN,Rassemblement National
2297,69,6904,1,RUNEL,Sandrine,Mme,UG,Union de la gauche
2298,69,6904,2,JEGO,Tristan,M.,EXG,Extrême gauche
2299,69,6904,3,QUEVY,Julien,M.,DIV,Divers
2300,69,6904,4,CHAUMONT,Yannick,M.,RN,Rassemblement National
2301,69,6904,5,LAURENT,Coralie,Mme,EXG,Extrême gauche
2302,69,6904,6,VEL,Juliette,Mme,DIV,Divers
2303,69,6904,7,BILLARD,Romain,M.,LR,Les Républicains
2304,69,6904,8,BRUGNERA,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle)
2305,69,6904,9,TORRENT,Armande,Mme,REC,Reconquête !
2306,69,6905,1,BAZIN,Mathieu,M.,REC,Reconquête !
2307,69,6905,2,BROCARD,Blandine,Mme,ENS,Ensemble ! (Majorité présidentielle)
2308,69,6905,3,JOINT,Bastien,M.,LR,Les Républicains
2309,69,6905,4,BITOUM,Sasha,Mme,RN,Rassemblement National
2310,69,6905,5,MATTEUCCI,Fabrice,M.,UG,Union de la gauche
2311,69,6905,6,RIVIERE,Hélène,Mme,EXG,Extrême gauche
2312,69,6906,1,BASILIEN,Joseph,M.,DIV,Divers
2313,69,6906,2,AMARD,Gabriel,M.,UG,Union de la gauche
2314,69,6906,3,BRET,Jean-Paul,M.,DVG,Divers gauche
2315,69,6906,4,BOUHAMI,Nadia,Mme,EXG,Extrême gauche
2316,69,6906,5,AGUS,Délia,Mme,RN,Rassemblement National
2317,69,6906,6,LAWSON DOUTE,Teyi Kekeli,M.,DIV,Divers
2318,69,6906,7,MIZONY,Raphaëlle,Mme,EXG,Extrême gauche
2319,69,6906,8,FRAYSSE,Marc,M.,LR,Les Républicains
2320,69,6907,1,FONTAINE,Myriam,Mme,LR,Les Républicains
2321,69,6907,2,LAHMAR,Abdelkader,M.,UG,Union de la gauche
2322,69,6907,3,VINCENDET,Alexandre,M.,ENS,Ensemble ! (Majorité présidentielle)
2323,69,6907,4,PIGNAL,Cédric,M.,RN,Rassemblement National
2324,69,6907,5,BENON,Régine,Mme,REC,Reconquête !
2325,69,6907,6,SPREUX,Thomas,M.,EXG,Extrême gauche
2326,69,6908,1,GERY,Jonathan,M.,RN,Rassemblement National
2327,69,6908,2,REYMBAUT,Anne,Mme,UG,Union de la gauche
2328,69,6908,3,TEYSSIER,Tristan,M.,EXG,Extrême gauche
2329,69,6908,4,FOURBOUL,Xavier,M.,REC,Reconquête !
2330,69,6908,5,SERRE,Nathalie,Mme,LR,Les Républicains
2331,69,6908,6,DESPRAS,Dominique,M.,ENS,Ensemble ! (Majorité présidentielle)
2332,69,6909,1,SOUMIREU-LARTIGUE,Jean-Henri,M.,UG,Union de la gauche
2333,69,6909,2,D'AUTRYVE,Damien,M.,REG,Régionaliste
2334,69,6909,3,LAURENT,Antoine,M.,ENS,Ensemble ! (Majorité présidentielle)
2335,69,6909,4,LOUIS,Patrick,M.,UXD,Union de l'extrême droite
2336,69,6909,5,PORTIER,Alexandre,M.,LR,Les Républicains
2337,69,6909,6,HELLY,Chantal,Mme,EXG,Extrême gauche
2338,69,6910,1,CRUZ,Sophie,Mme,LR,Les Républicains
2339,69,6910,2,PATOUT,Cecile,Mme,RN,Rassemblement National
2340,69,6910,3,GASSILLOUD,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle)
2341,69,6910,4,BERENYI GELEY,Irène,Mme,REC,Reconquête !
2342,69,6910,5,HORNUS,David,M.,DVD,Divers droite
2343,69,6910,6,BOMPARD,Gilles,M.,EXG,Extrême gauche
2344,69,6910,7,PERRIN,Florence Janine Jacqueline,Mme,UG,Union de la gauche
